issuekey;doc_clean;storypoint_label
XD-356;Test startup scripts on windows startup scripts on windows should be tested xd-admin xd-container xd-shell.;0
XD-3560;Better printing of array default valuesin documentation When a default value is an array the current behavior (using toString()) not only produces useless results (like `[Ljava.lang.String@2638011`) but also constantly changing results.;0
XD-3561;Configurable response status code in HTTP Source We have a use case where we need the HTTP source module to return a 204 status instead of the 200 status that is currently returned. There may be other status codes that it would be useful to be able to return. A simple additional option on the module would allow this to be configured.;0
XD-3566;TwitterStream test must use unique name to prevent test collision XD Developer does not want the the twitter stream acceptance tests to interfere with other tests.;0
XD-3567;Fix classpath and servlet container issues Several issues with 1.3.0.M1 staged version    - we now use Tomcat instead of Jetty which prevent s xd-admin from starting on YARN    - we now have Guava 18.0 on classpath instead of 16.0.1    - xd-yarn push doesn't work hadoop client for 2.7.1 needs Servlet API     - updating Hadoop to 2.7.1 instead of 2.6.0    -- this causes Curator to also update to 2.7.1 which throws exception on startup;0
XD-3568;AdminServer fails on HDP 2.3 Submitting XD on YARN for HDP 2.3 fails due to some Solr issue in Boot - https://github.com/spring-projects/spring-boot/issues/2795    The xd-admin sysout is:    {code}  Started : AdminServerApplication  Documentation: https://github.com/spring-projects/spring-xd/wiki    02:51:36624  ERROR main boot.SpringApplication - Application startup failed  java.lang.IllegalStateException: Error processing condition on org.springframework.boot.autoconfigure.solr.SolrAutoConfiguration.solrServer    org.springframework.boot.autoconfigure.condition.SpringBootCondition.matches(SpringBootCondition.java:58)    org.springframework.context.annotation.ConditionEvaluator.shouldSkip(ConditionEvaluator.java:102)    org.springframework.context.annotation.ConfigurationClassBeanDefinitionReader.loadBeanDefinitionsForBeanMethod(ConfigurationClassBeanDefinitionReader.java:178)    org.springframework.context.annotation.ConfigurationClassBeanDefinitionReader.loadBeanDefinitionsForConfigurationClass(ConfigurationClassBeanDefinitionReader.java:140)    org.springframework.context.annotation.ConfigurationClassBeanDefinitionReader.loadBeanDefinitions(ConfigurationClassBeanDefinitionReader.java:116)    org.springframework.context.annotation.ConfigurationClassPostProcessor.processConfigBeanDefinitions(ConfigurationClassPostProcessor.java:333)    org.springframework.context.annotation.ConfigurationClassPostProcessor.postProcessBeanDefinitionRegistry(ConfigurationClassPostProcessor.java:243)    org.springframework.context.support.PostProcessorRegistrationDelegate.invokeBeanDefinitionRegistryPostProcessors(PostProcessorRegistrationDelegate.java:273)    org.springframework.context.support.PostProcessorRegistrationDelegate.invokeBeanFactoryPostProcessors(PostProcessorRegistrationDelegate.java:98)    org.springframework.context.support.AbstractApplicationContext.invokeBeanFactoryPostProcessors(AbstractApplicationContext.java:673)    org.springframework.context.support.AbstractApplicationContext.refresh(AbstractApplicationContext.java:519)    org.springframework.boot.SpringApplication.refresh(SpringApplication.java:686)    org.springframework.boot.SpringApplication.run(SpringApplication.java:320)    org.springframework.boot.builder.SpringApplicationBuilder.run(SpringApplicationBuilder.java:139)    org.springframework.boot.builder.SpringApplicationBuilder.run(SpringApplicationBuilder.java:129)    org.springframework.boot.builder.SpringApplicationBuilder.run(SpringApplicationBuilder.java:129)    org.springframework.xd.dirt.server.admin.AdminServerApplication.run(AdminServerApplication.java:95)    org.springframework.xd.dirt.server.admin.AdminServerApplication.main(AdminServerApplication.java:79)  Caused by: java.lang.IllegalArgumentException: @ConditionalOnMissingBean annotations must specify at least one bean (type name or annotation)    org.springframework.util.Assert.isTrue(Assert.java:68)    org.springframework.boot.autoconfigure.condition.OnBeanCondition$BeanSearchSpec.<init>(OnBeanCondition.java:223)    org.springframework.boot.autoconfigure.condition.OnBeanCondition.getMatchOutcome(OnBeanCondition.java:92)    org.springframework.boot.autoconfigure.condition.SpringBootCondition.matches(SpringBootCondition.java:45)  	... 17 more  02:51:36628   WARN main annotation.AnnotationConfigApplicationContext - Exception thrown from LifecycleProcessor on context close  java.lang.IllegalStateException: LifecycleProcessor not initialized - call 'refresh' before invoking lifecycle methods via the context: org.springframework.context.annotation.AnnotationConfigApplicationContext@1cf1df22: startup date [Fri Oct 02 02:51:31 UTC 2015] root of context hierarchy    org.springframework.context.support.AbstractApplicationContext.getLifecycleProcessor(AbstractApplicationContext.java:414)    org.springframework.context.support.AbstractApplicationContext.doClose(AbstractApplicationContext.java:966)    org.springframework.context.support.AbstractApplicationContext.close(AbstractApplicationContext.java:925)    org.springframework.boot.SpringApplication.run(SpringApplication.java:342)    org.springframework.boot.builder.SpringApplicationBuilder.run(SpringApplicationBuilder.java:139)    org.springframework.boot.builder.SpringApplicationBuilder.run(SpringApplicationBuilder.java:129)    org.springframework.boot.builder.SpringApplicationBuilder.run(SpringApplicationBuilder.java:129)    org.springframework.xd.dirt.server.admin.AdminServerApplication.run(AdminServerApplication.java:95)    org.springframework.xd.dirt.server.admin.AdminServerApplication.main(AdminServerApplication.java:79)  02:51:36642  ERROR main admin.AdminServerApplication - Error processing condition on org.springframework.boot.autoconfigure.solr.SolrAutoConfiguration.solrServer  {code};0
XD-3576;Add support to retrieve job details As an XD user I'd like to click to go the detail page of the job page whether or not the selected entity is singular or part of a composed job.;0
XD-3578;Add support to restart job composition As an XD user I'd like have support restart an existing composed job so I could re-launch it at will.;0
XD-358;Add support for creating named cron triggers Simple cron based triggers;0
XD-3584;"Have consistent file format requirements in Spring XD and Hadoop When the following format is specified  -  {noformat}   home: file://hadoop/xd/custom-modules  {noformat}  There is no root-path ('/') following the 'file://' scheme. That makes the Hadoop job launcher interpret what follows as a host name and will look for '/xd/custom-modules' on the host 'hadoop'. This results in ""java.net.UnknownHostException: hadoop"".    This format works for module upload though. The module upload relies on resource location resolution from Spring Framework which is more lenient [1]. The MapReduce job submission uses code from the Apache Hadoop project and uses a more stringent resolution.     This results in ambiguity 'file://my/directory' and requires the root path to be specified.  [1] http://docs.spring.io/autorepo/docs/spring/4.2.x/spring-framework-reference/html/resources.html#resources-filesystemresource-caveats";0
XD-3586;Move Kafka @Rule to a separate repo As an s-c-d developer I'd like to move kafka {{@Rule}} to a separate repo so I can consume the test fixtures in different projects.;0
XD-359;Add support for creating a spring batch job that has an embedded trigger expression;0
XD-3591;Accessing Admin REST APIs on CF returns unexpected results As an s-c-d user I'm trying to access {{admin}} REST endpoints running on CF but I'm getting SSL authentication errors.;0
XD-3597;Separate Lifecycle of Input and Output adapter endpoints Described in https://github.com/spring-cloud/spring-cloud-stream/issues/144    As a developer I want Input enpoints to be started after all the beans in the context so that received messages can be delivered to components.;0
XD-360;Add support for creating a spring batch job that references a named trigger;0
XD-3604;Container process id's still showing after shutting them down In my test case I have security enabled. I tested this on distributed mode. I have a few Streams deployed.  * Started 3 XD containers.   * Issue *Shutdown* from UI  * The containers don't show up on the UI any more  * jps lists the process id of 2 ContainerServerApplication(there should be none listed)    I have noticed different test results every time like at times 2 out of 3 containers are terminated and at times 1 out of 3 are terminated. Please let me know if you have issues replicating this.;0
XD-3613;"Multiple module instances consuming from taps or topics get duplicate messages on redis Message Bus If I deploy more than one instance of a module (eg using module.name.count > 1 or module.name.count =0) that consumes from a tap or topic then I get duplicate messages if I’m using Redis as the message bus. It looks like this is the same issue as XD-3100 but the fix for that only fixed Rabbit as the message bus.    This is easy to reproduce on a 2 container cluster using a Redis Message Bus:    Create and deploy streams as follows:    {code}  stream create --definition ""http | log"" --name httpLog  stream deploy --name httpLog --properties ""module.*.count=0""  stream create --definition ""tap:stream:httpLog > transform --expression='payload.toString() + \"" TAPPED\""' | log"" --name httpLogTap   stream deploy --name httpLogTap --properties ""module.*.count=0""  {code}    On container 1 send a message:    {code}  curl --data ""test message 001"" http://localhost:9000/httpLog  {code}    Container 1 logs are then:    {code}  2015-10-13 14:16:28.853  INFO 22774 --- [ol-28-thread-18] xd.sink.httpLog                          : test message 001  2015-10-13 14:16:28.855  INFO 22774 --- [enerContainer-4] xd.sink.httpLogTap                       : test message 001 TAPPED  {code}    and container 2:    {code}  2015-10-13 14:16:28.859  INFO 22719 --- [enerContainer-4] xd.sink.httpLogTap                       : test message 001 TAPPED  {code}    Ie the tapped message is duplicated (picked up by both tap module instances)    Similarly for topics create and deploy these streams:    {code}  stream create --definition ""http > topic:mytopic"" --name httpTopic  stream deploy --name httpTopic --properties ""module.*.count=0""  stream create --definition ""topic:mytopic > transform --expression='payload.toString() + \"" TOPIC CONSUMER 1\""' | log"" --name topicConsumer1  stream deploy --name topicConsumer1 --properties ""module.*.count=0""  stream create --definition ""topic:mytopic > transform --expression='payload.toString() + \"" TOPIC CONSUMER 2\""' | log"" --name topicConsumer2  stream deploy --name topicConsumer2 --properties ""module.*.count=0""  {code}    On container 1 send a message:    {code}  curl --data ""test message 002"" http://localhost:9000/httpLog  {code}    Container 1 logs are then:    {code}  2015-10-13 14:34:23.168  INFO 22774 --- [enerContainer-2] xd.sink.topicConsumer2                   : test message 002 TOPIC CONSUMER 2  2015-10-13 14:34:23.172  INFO 22774 --- [enerContainer-2] xd.sink.topicConsumer1                   : test message 002 TOPIC CONSUMER 1  {code}    and container 2:    {code}  2015-10-13 14:34:23.173  INFO 22719 --- [enerContainer-2] xd.sink.topicConsumer2                   : test message 002 TOPIC CONSUMER 2  2015-10-13 14:34:23.177  INFO 22719 --- [enerContainer-2] xd.sink.topicConsumer1                   : test message 002 TOPIC CONSUMER 1  {code}    Ie the topic message is picked up by each instance of the module in each stream. In this case I would expect each stream to pick up the message once   ie I would get a single output for each stream     test message 002 TOPIC CONSUMER 2  once (on either container)  test message 002 TOPIC CONSUMER 1  once (on either container)";0
XD-3614;Harmonize common deployer runtime properties applied to modules Most if not all of the deployers have some concept of customization of the deployed modules: be it memory or cpu disk etc.    This ticket is about harmonizing the handling of such properties with the assumption that we want a per-deployer set of defaults and overridability at deployment time.;0
XD-3616;Add standardized way to pass props from Deployers/Admin to ModuleLauncher There is a need to customize the ModuleLauncher behavior (itself NOT pass options to modules that are launched which is already supported) for example to set the location of the maven repository.;0
XD-3617;Update build to use SHDP 2.3.0.RC1;0
XD-3621;Add support for custom headers with the Kafka bus Currently the Kafka Message Bus does not have the ability to configure a set of custom headers to persist in the `embeddedHeaders` mode (only the message-bus specific) message headers are persisted.;0
XD-3623;Job in unknown state after run long sqooptasklet Hello guys    I hope you are doing good. I found a problem when I try run long sqoop imports (4 hours or more). For some reason when the sqoop step finish the system is not able to save the meta data for the current sqoop step however the sqoop import finish without problems.    2015-10-17T03:04:03-0400 1.2.0.RELEASE ERROR SimpleAsyncTaskExecutor-4 step.AbstractStep - Encountered an error saving batch meta data for step import-logs in job ingestion-flow. This job is now in an unknown state and should not be restarted.    Please see attached log file for more details.   Could you please let me know if you need other details to find what is the problem?     Thanks in advance  Héctor;0
XD-3626;Support partitioning properties Using these as a starting point support the standard binder partitioning properties:    https://github.com/spring-cloud/spring-cloud-stream/blob/master/spring-cloud-stream-binders/spring-cloud-stream-binder-spi/src/main/java/org/springframework/cloud/stream/binder/BinderProperties.java#L69    https://github.com/spring-cloud/spring-cloud-stream/blob/master/spring-cloud-stream-binders/spring-cloud-stream-binder-spi/src/main/java/org/springframework/cloud/stream/binder/MessageChannelBinderSupport.java#L663;0
XD-3628;"Ambari plugin doesn't work with security_enabled It seems like springxd_shell will pull jhs principal and keytab from mapred-site.xml. When springxd_shell is installed in edge node Amabri returns ""can't find jhs keytab"" and failed.    Details [here|https://github.com/spring-projects/spring-xd-ambari/issues/8].";0
XD-3630;Launch GF cache server for integration tests The comments in [22|https://github.com/spring-cloud/spring-cloud-stream-modules/pull/22] indicate that we also need to run a gemfire cache server in order for the tests to pass. We should create an embedded cache server since it would be much easier not have to have an XD or gemfire install in order to test the sink.;0
XD-3639;"Create bridge processor See https://github.com/spring-cloud/spring-cloud-dataflow/issues/128    This is needed to support ""channel > channel"" type constructs";0
XD-3640;Library support changes at shell level Following merge of https://github.com/spring-cloud/spring-cloud-dataflow/commit/5cb81c49a240304be14bcf5d724cfd36df403d39 the following changes need to happen at shell/REST level:    {{module list}} should not show libraries  {{library list}} should be added to show libs  {{module register}} should not accept type=library  {{library register}} should be added  {{module info}} should not accept libs  {{library info}} should be added;0
