issuekey;doc_clean;adj_storypoint
XD-3487;As a s-c-d developer I'd like to pass any overrides via external config file so I can influence and override the default module configurations. (ex: module resolution from a different maven coordinate).;3
XD-3493;As a XD developer I'd like to upgrade to SI 4.2 Spring 4.2.1 and AMQP 1.5 dependencies so I can take advantage of the latest improvements.;3
XD-3496;As a s-c-d developer I'd like to enhance integration test coverage for {{Lattice}} SPI so I can continuously evaluate functionalities via CI pipeline.;3
XD-3497;As a s-c-d developer I'd like to enhance integration test coverage for {{CC}} SPI so I can continuously evaluate functionalities via CI pipeline.;3
XD-3499;As a s-c-d developer I'd like to enhance unit test coverage for {{Lattice}} SPI so I can continuously evaluate functionalities via CI pipeline.;3
XD-3500;As a s-c-d developer I'd like to enhance unit test coverage for {{YARN}} SPI so I can continuously evaluate functionalities via CI pipeline.;3
XD-3505;As a s-c-d user I'm unable to push admin app to CF due to SSL certification errors while bootstrapping.     Consider adding [CF trusted certificate|https://github.com/pivotal-cf/cloudfoundry-certificate-truster] as a CF SPI dependency.    Adding CF trusted certificate as dependency doesn't help either:    {code}  > Fri Sep 25 2015 12:55:32 GMT-0400 (EDT) [App/0] ERR Caused by: sun.security.validator.ValidatorException: PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target  > Fri Sep 25 2015 12:55:32 GMT-0400 (EDT) [App/0] ERR at sun.security.validator.PKIXValidator.doBuild(PKIXValidator.java:387)  > Fri Sep 25 2015 12:55:32 GMT-0400 (EDT) [App/0] ERR at sun.security.validator.PKIXValidator.engineValidate(PKIXValidator.java:292)  > Fri Sep 25 2015 12:55:32 GMT-0400 (EDT) [App/0] ERR at sun.security.validator.Validator.validate(Validator.java:260)  > Fri Sep 25 2015 12:55:32 GMT-0400 (EDT) [App/0] ERR at sun.security.ssl.X509TrustManagerImpl.validate(X509TrustManagerImpl.java:324)  > Fri Sep 25 2015 12:55:32 GMT-0400 (EDT) [App/0] ERR at sun.security.ssl.X509TrustManagerImpl.checkTrusted(X509TrustManagerImpl.java:229)  > Fri Sep 25 2015 12:55:32 GMT-...  {code};3
XD-3508;As a XD developer I'd like to refactor and replace {{codec}} code from XD with SI library so I don't have to maintain duplicate code.;3
XD-3581;As a spring-cloud-stream user I'd like to build stream definitions using dot-delimited syntax for resolving properties for Tuple and JSON.;3
XD-3595;As a s-c-d developer I'd like to add test coverage for {{StreamController}} so I can verify API contracts at build time.;3
XD-3622;As a developer I'd like to port {{file}} module from XD to s-c-s repo so I can use it as {{source}} module to build streaming pipeline.;3
XD-3629;As a user I'd like to enable HA on {{namenode}} without having to enable custom configuration.     More details [here|https://github.com/spring-projects/spring-xd-ambari/issues/6].;3
XD-3641;As a developer I'd like to review and refactor {{JobLaunchingTasklet}} so I can improve performance characteristics.;3
XD-3654;As a user I'd like to refer to 'job orchestration' documentation so I can use it as guideline for building batch workflows.;3
XD-3656;As a developer I'd like to add {{undeployed}} status for YARN SPI so I can represent the correct status instead of the current {{unknown}} state.;3
XD-3674;As a developer I'd like to create separate repo for CF SPI so I don't have to bundle all SPI variants under one admin project.;3
XD-3675;As a developer I'd like to create separate repo for Lattice SPI so I don't have to bundle all SPI variants under one admin project.;3
XD-3676;As a developer I'd like to create separate repo for K8s SPI so I don't have to bundle all SPI variants under one admin project.;3
XD-3677;As a developer I'd like to create separate repo for Mesos SPI so I don't have to bundle all SPI variants under one admin project.;3
XD-3678;As a developer I'd like to add {{undeployed}} status for CF SPI so I can represent the correct status instead of the current {{unknown}} state.;3
XD-3679;As a developer I'd like to add {{undeployed}} status for Lattice SPI so I can represent the correct status instead of the current {{unknown}} state.;3
XD-3682;As a developer I'd like to add {{undeployed}} status for Mesos SPI so I can represent the correct status instead of the current {{unknown}} state.;3
XD-3684;As a user I'm trying to create a composed job with >20 steps/transitions using Rabbit as the message bus and it doesn't complete successfully.;3
XD-3702;As a developer I want to be able to set a partitioning key for the Kafka bus even when there is a single downstream module so that I can take advantage of the native Kafka partitioning and message ordering support.;3
XD-3714;As a developer I'd like to upgrade Spring XD's ambari plugin to 1.3 release.;3
XD-1132;As a Spring XD user I need to listen on a JMS Topic and ingest the messages so I can process the messages.    Currently the module only allows for Queues;2
XD-2044;As a user I'd like to have the option to use the _SFTP_ source module so that I can access transfer and mange files over any reliable data streams.    *Reference:*  [Spring Integration SFTP Adapter|http://docs.spring.io/spring-integration/reference/html/sftp.html]    Need to consider the infrastructure for testing.;2
XD-2106;As a user I'd like to have the ability to visually explore XD's cluster view so that I'm aware where the components are deployed and how they are connected within the topology.;2
XD-2231;As a user I'd like to have the flexibility to configure DB creds so that I can use a DB of choice for batch job repository (metadata persistence).     The scope of this task is to have the configuration specifics documented in the wiki.;2
XD-2261;As a user I'd like to have the option to configure permissions so that I'll have the flexibility to bind permissions (REST endpoint) to a specific role.   Default Roles: * Admin (CRUD) * Viewer (R);2
XD-2296;As a user I'd like to have a config parameter preferably in _servers.yml_ file so that I can enable/disable message rates in the cluster view.;2
XD-2347;As a user I'd like to refer to documentation in wiki so that I can setup and configure Kafka as a message bus as recommended.;2
XD-2652;As a user I'd like to migrate from 1.0 to 1.1 and be able to port my custom modules so that I can operationalize existing data pipelines and also take advantage of latest XD features.;2
XD-2673;As a user I'd like to refer to Hive sample so that I can use that as a reference to integrate Hive to query and analyze.;2
XD-2694;As a developer I'd like the {{publish-maven.gradle}} script to use values for dependencies (e.g. Spring Boot and {{hadoop-common}}) from our central dependency list (in this case {{dependencies.properties}}) so that I don't have to update them manually anymore.;2
XD-2698;As a developer I want to have to run Kafka tests on an external broker so that I reduce the footprint of the build process.;2
XD-2762;As a build manager I'd like to have Spring XD RPMs published in spring.io repository so that users can directly download the bits without having to go through appsuite repo or the EULA.     *Location for 1.1.0 RELEASE:*  http://repo.spring.io/libs-release-local/org/springframework/xd/spring-xd/1.1.0.RELEASE/;2
XD-2786;As a developer I'd like to create EC2 AMI with the necessary packages so that I can run the Kafka Perf tests.;2
XD-2815;As a user I'd like to use a _jdbchdfs_ batch job as a passthrough (without chunk processing) so that I don't have to incur the batch read/write overhead.;2
XD-2838;As a developer I'd like to update all the module docs to also include _shortDescription_ so that it's available for users to learn more about the module.;2
XD-2888;As a user I'd like to also have the capability to upload the custom module through maven/gradle targets so I can automate the installation of custom module fragments.;2
XD-2900;As a developer I'd like to synchronize with the latest Gemfire version (8.1?) so I can leverage the latest Gemfire features and as well support updated BDS stack.    This effort in XD depends on Spring Data Gosling GA release which in turn depends on Gemfire 8.1 release timelines.;2
XD-2905;As a developer I'd like to complete the remaining work with DEBS challenge so I can submit by the deadline.;2
XD-2906;As a developer I'd like to add a new CI build to include _install_ target so I can verify the target expectations as it is often time consuming to verify it in the development environment.;2
XD-2933;As a user I'd like to parameterize all Import Options so I can eliminate the need for {{—args}} option since it gets confusing.;2
XD-3052;As a developer I'd like to move the project reactor based [gpfdist|https://github.com/spring-projects/spring-xd-modules/tree/master/gpfdist] from spring-xd-module repo to the core so I can natively use this sink to write to GPDB/HAWQ.;2
XD-3068;As a user I would like to specify the default output channel when the channel name resolution doesn't occur. In cases where I won't prefer to lose the data and like to investigate the messages from errorChannel or that sort.;2
XD-3110;As a developer I'd like to clean-up compiler and javadoc warnings from the build so we don't see  the warnings in build sysout.;2
XD-3118;As a user I'd like to start multiple instances of {{xd-container}}'s through the RPM scripts so I can easily spin-up instances on the same node/vm.;2
XD-3139;As a user I'd like to refer to the analytics tab docs so I can understand how to use various widgets from streaming pipeline.;2
XD-3239;As a developer I'd like to move 1.2.x branch to EC2 infrastructure so I can reliably run CI test suites.;2
XD-3260;As a developer I'd like to move 'serialization codec' from Spring XD repo into SI so I can update Spring XD to inherit the features/functionalities via maven dependency.;2
XD-3274;As a s-c-s user I'd like to search the modules by it's name aside from the default {{spring.application.name}} offered by boot so I can also fetch modules by it's name.;2
XD-3275;As a s-c-s user I'd like to store module metadata in {{Eureka}} so I can use the repository to determine the current state.;2
XD-3276;As a s-c-s user I'd like to have my modules add/update it's current state to Eureka so I can use the repository to discover the current sate of the module as needed.;2
XD-3283;As a Spring XD developer I'd like to port {{FTP/SFTP}} modules from XD to s-c-s repo so I can use them as {{source}} modules to build streaming pipeline.;2
XD-3338;As a s-c-d developer I'd like to add as many jars via a bom (e.g. hadoop distro deps) so I don't have to explicitly worry about individual but related libraries.;2
XD-3339;As a s-c-d developer I'd like to add support for dependency resolution so when two or more modules use different version of jars (ex: direct binding of two modules that include different versions of spring data) I have the capability to resolve and include the right bits at runtime.;2
XD-3362;As a Spring XD developer I'd like to port {{http}} module from XD to s-c-s repo so I can use it as {{source}} module in streaming pipeline.;2
XD-3363;As a Spring XD developer I'd like to port {{tcp}} module from XD to s-c-s repo so I can use it as {{source}} module to build streaming pipeline.;2
XD-3364;As a Spring XD developer I'd like to move {{twitterstream}} module from XD to s-c-s repo so I can use it as source modules to build streaming pipeline.;2
XD-3365;As a Spring XD developer I'd like to move {{twittersearch}} module from XD to s-c-s repo so I can use it as source modules to build streaming pipeline.;2
XD-3366;As a Spring XD developer I'd like to port {{filter}} module from XD to s-c-s repo so I can use it as {{processor}} module to build streaming pipeline.;2
XD-3367;As a Spring XD developer I'd like to port {{transform}} module from XD to s-c-s repo so I can use it as {{processor}} module to build streaming pipeline.;2
XD-3368;As a Spring XD developer I'd like to port {{router}} module from XD to s-c-s repo so I can use it as {{sink}} module to build streaming pipeline.;2
XD-3369;As a Spring XD developer I'd like to port {{file}} module from XD to s-c-s repo so I can use it as {{sink}} module to build streaming pipeline.;2
XD-3370;As a Spring XD developer I'd like to port {{FTP/SFTP}} module from XD to s-c-s repo so I can use it as {{sink}} modules to build streaming pipeline.;2
XD-3374;As a Spring XD developer I'd like to move {{redis}} module from XD to s-c-s repo so I can use it as {{sink}} to build streaming pipeline.;2
XD-3375;As a Spring XD developer I'd like to move {{rabbit}} module from XD to s-c-s repo so I can use it as {{sink}} to build streaming pipeline.;2
XD-3376;As a Spring XD developer I'd like to move {{gemfire}} module from XD to s-c-s repo so I can use it as {{sink}} to build streaming pipeline.;2
XD-3388;As a Spring XD developer I'd like to move {{trigger}} module from XD to s-c-s repo so I can use it as source to build streaming pipeline.;2
XD-3397;As a user I should be able to use the existing admin UI client for spring-cloud-data admin with the appropriate server configurations.;2
XD-3403;"As a s-c-d developer I'd like to support multiple app instances:  * This is simply to make controlling app instances more clever. Potentially we could use deployment properties to define different yarn app instances like:    {code}  cloud-data:>stream deploy --name ticktock --properties ""module.*.yarn.app.name=app""     cloud-data:>stream deploy --name ticktock --properties ""module.time.yarn.app.name=app""  {code}    * Motivation to this is that different yarn apps can have different queues and priorities. Yarn administrator can define that some app queues have higher priority to reserve resources from    * Using deployment properties like this allows to customize runtime parameters like how much we try to reserve mem/cpu for modules etc.";2
XD-3404;As a s-c-d developer I'd like to make the deployer work asynchronously so I can use the shell to return quickly and also queue deploy operations within YARN as tasks.;2
XD-3408;As a s-c-d developer I'd like to add support to add external libraries so I can consume such dependencies for modules in an uniform way.;2
XD-3409;As a s-c-d developer I'd like to enforce external libraries from overriding any existing library in the uber-jar.;2
XD-3426;As a s-c-d developer I'd like to have {{module info}} shell command so I can query each of the module specifics such as description and support options.;2
XD-3427;As a s-c-d developer I'd like to have {{module list}} shell command so I can query and list all the modules supported within the {{ModuleRegistry}}.;2
XD-3428;As a s-c-d developer I'd like to have {{module register}} shell command so I can register new modules in the {{ModuleRegistry}}.;2
XD-3429;As a s-c-d developer I'd like to have {{module unregister}} shell command so I can unregister an existing module from the {{ModuleRegistry}}.;2
XD-3463;As a s-c-d developer I'd like to document [Running on Cloud Foundry|https://github.com/spring-cloud/spring-cloud-dataflow#running-on-cloud-foundry] section in README so it can be publicly available as deployment guideline.;2
XD-3483;As a s-c-d developer I'd like to move {{kafka}} module from XD to s-c-s repo so I can use it as {{source}} to build streaming pipeline.;2
XD-3484;As a s-c-d developer I'd like to move {{kafka}} module from XD to s-c-s repo so I can use it as {{sink}} to build streaming pipeline.;2
XD-3485;As a s-c-d developer I'd like to move {{rabbit}} module from XD to s-c-s repo so I can use it as {{sink}} to build streaming pipeline.;2
XD-3501;"As a user I'm not able to shutdown {{container}} from Admin UI with the following stream definition deployed.    {code}  stream create swagataTestIssue --definition ""jdbc --query='select employee_id employee_name employer from EMPLOYEE' --url='jdbc:oracle:thin:@//localhost:1521/orcl'  --username=springxd --password=xdpwd --driverClassName=oracle.jdbc.OracleDriver --testOnBorrow=false | hdfs --inputType=application/json "" --deploy   {code}    More details [here|https://issuetracker.springsource.com/browse/VESC-504].";2
XD-3523;As a Spring XD developer I'd like to move {{jms}} module from XD to s-c-s-m repo so I can use it as source to build streaming pipeline.;2
XD-3524;As a Spring XD developer I'd like to move {{mail}} module from XD to s-c-s-m repo so I can use it as source to build streaming pipeline.;2
XD-3525;As a Spring XD developer I'd like to move {{mongo}} module from XD to s-c-s-m repo so I can use it as source to build streaming pipeline.;2
XD-3526;As a Spring XD developer I'd like to move {{mqtt}} module from XD to s-c-s repo so I can use it as source to build streaming pipeline.;2
XD-3527;As a Spring XD developer I'd like to move {{reactor-ip}} module from XD to s-c-s repo so I can use it as source to build streaming pipeline.;2
XD-3528;As a Spring XD developer I'd like to move {{stdout}} module from XD to s-c-s repo so I can use it as source to build streaming pipeline.;2
XD-3529;As a Spring XD developer I'd like to move {{syslog}} module from XD to s-c-s repo so I can use it as source to build streaming pipeline.;2
XD-3530;As a Spring XD developer I'd like to move {{mail}} module from XD to s-c-s repo so I can use it as source to build streaming pipeline.;2
XD-3531;As a Spring XD developer I'd like to move {{tcp}} module from XD to s-c-s repo so I can use it as source to build streaming pipeline.;2
XD-3532;As a Spring XD developer I'd like to move {{tcp-client}} module from XD to s-c-s repo so I can use it as source to build streaming pipeline.;2
XD-3533;As a Spring XD developer I'd like to move {{gpfdist}} module from XD to s-c-s repo so I can use it as sink to build streaming pipeline.;2
XD-3535;As a Spring XD developer I'd like to move {{mail}} module from XD to s-c-s repo so I can use it as sink to build streaming pipeline.;2
XD-3536;As a Spring XD developer I'd like to move {{mongo}} module from XD to s-c-s repo so I can use it as sink to build streaming pipeline.;2
XD-3537;As a Spring XD developer I'd like to move {{mqtt}} module from XD to s-c-s repo so I can use it as sink to build streaming pipeline.;2
XD-3538;As a Spring XD developer I'd like to move {{null}} module from XD to s-c-s repo so I can use it as sink to build streaming pipeline.;2
XD-3539;As a Spring XD developer I'd like to move {{shell}} module from XD to s-c-s repo so I can use it as sink to build streaming pipeline.;2
XD-3540;As a Spring XD developer I'd like to move {{splunk}} module from XD to s-c-s repo so I can use it as sink to build streaming pipeline.;2
XD-3541;As a Spring XD developer I'd like to move {{tcp}} module from XD to s-c-s repo so I can use it as sink to build streaming pipeline.;2
XD-3542;As a Spring XD developer I'd like to move {{jdbc}} module from XD to s-c-s repo so I can use it as source to build streaming pipeline.;2
XD-3543;As a Spring XD developer I'd like to port {{aggregator}} module from XD to s-c-s repo so I can use it as {{processor}} module to build streaming pipeline.;2
XD-3544;As a Spring XD developer I'd like to port {{http-client}} module from XD to s-c-s repo so I can use it as {{processor}} module to build streaming pipeline.;2
XD-3545;As a Spring XD developer I'd like to port {{json-to-tuple}} module from XD to s-c-s repo so I can use it as {{processor}} module to build streaming pipeline.;2
XD-3546;As a Spring XD developer I'd like to port {{object-to-json}} module from XD to s-c-s repo so I can use it as {{processor}} module to build streaming pipeline.;2
XD-3547;As a Spring XD developer I'd like to port {{script}} module from XD to s-c-s repo so I can use it as {{processor}} module to build streaming pipeline.;2
XD-3548;As a Spring XD developer I'd like to port {{shell}} module from XD to s-c-s repo so I can use it as {{processor}} module to build streaming pipeline.;2
XD-3549;As a Spring XD developer I'd like to port {{splitter}} module from XD to s-c-s repo so I can use it as {{processor}} module to build streaming pipeline.;2
XD-3593;As a SCDF user I want to be able to register artifacts as libraries so that I can reference them in include and exclude statements.;2
XD-3599;As a s-c-s user I'd like to use {{kinesis}} module so I can use it as {{source}} module to build streaming pipeline.;2
XD-3600;As a s-c-s user I'd like to use {{kinesis}} module so I can use it as {{sink}} module to build streaming pipeline.;2
XD-3602;As a developer I'd like to port {{Log}} module from XD to s-c-s repo so I can use it as {{sink}} modules to build streaming pipeline.;2
XD-3605;As a developer I'd like to port {{field-value-counter}} module from XD to s-c-s repo so I can use it as {{sink}} module to build streaming pipeline.;2
XD-3606;As a developer I'd like to port {{aggregate-counter}} module from XD to s-c-s repo so I can use it as {{sink}} module to build streaming pipeline.;2
XD-3607;As a developer I'd like to port {{gauge}} module from XD to s-c-s repo so I can use it as {{sink}} module to build streaming pipeline.;2
XD-3608;As a developer I'd like to port {{rich-gauge}} module from XD to s-c-s repo so I can use it as {{sink}} module to build streaming pipeline.;2
XD-3619;As a s-c-d user I'd like to deploy data flow on YARN so I can reuse the existing Hadoop cluster and leverage data flow features to build streaming or batch pipelines.;2
XD-3631;As a user I'd like to use the latest release of {{gemfire}} sink so I can create a streaming pipeline to land data in gemfire.;2
XD-3653;As a user I cannot use {{admin-ui}} on the master build. It won't come up.;2
XD-3662;As a developer I'd like to replace all references of Spring XD with Spring Cloud Data Flow.;2
XD-3663;As a user I'm trying to load Job - Modules page in admin-ui but I'm seeing exceptions in console and the page wouldn't load.     {code}  Failed to convert value of type 'java.lang.String' to required type 'org.springframework.cloud.dataflow.core.ArtifactType' nested exception is org.springframework.core.convert.ConversionFailedException: Failed to convert from type java.lang.String to type @org.springframework.web.bind.annotation.RequestParam org.springframework.cloud.dataflow.core.ArtifactType for value 'job' nested exception is java.lang.IllegalArgumentException: No enum constant org.springframework.cloud.dataflow.core.ArtifactType.job  {code};2
XD-3664;As a developer I'd like to replace all {{Job(s)}} references with {{Task(s)}}.;2
XD-3672;As a developer I'd like to submit a PR for existing work on Mesos SPI.;2
XD-3688;As a developer I'd like to be able to clean Rabbit binder broker artifacts using the REST API.    When the Rabbit Bus was ported from XD the bus cleaner was ported as {{RabbitBindingCleaner}} but the REST API to invoke it was not ported over.;2
XD-3732;As a developer I'm adding new overrides to {{server.yml}} file however the overridden properties do not reflect even after the restart of server.;2
XD-2030;As a temporary work around to fix XD-1935 make producible media type to 'application/json' for Job executions GET request endpoints.;1
XD-2090;As a user I'd like to have guidance to create custom modules so that I can align the development practices with recommended approach.     11/20: Update: Scope of this task is to create an example to demonstrate and document the capability.;1
XD-2119;As a user I'd like to have the option to enable HTTPS so that I can access XD's Admin server [endpoints|https://github.com/spring-projects/spring-xd/wiki/REST-API#xd-resources] over secured communication.    Technical Implementation:    This functionality is available in Spring Boot 1.2.0 M1 and has been backported into the 1.1.x branch to be released under Spring 1.1.7.  We can test against 1.1.7 SNAPSHOT.    Working through the way to update the build file to pick up a new version of boot is a bit tricky :(;1
XD-2138;As a user I'd like to have the data partition strategy state preserved so that when I add/delete modules they are able to dynamically adapt to the strategy.  This is already included as part of the GA release. This story is to account for the testing effort.;1
XD-2143;As a user I'd like to have the option of _Basic Auth_ so that I'm challenged to provide _user name_ and _password_ when making a request.    Technical Implementation:    This functionality is provided in Spring Boot 1.1.x it should be a matter of adding the spring boot security starter dependency to the spring-xd-dirt project.      It will be controlled using the spring boot property server.basic.enabled = true/false.  Our default in application.yml for this property should be false.;1
XD-2144;As a user I'd like to have the option to provide single-user security configurations so that I can override them as needed.    *Reference:*  [Spring Boot - Security|http://docs.spring.io/spring-boot/docs/1.1.x-SNAPSHOT/reference/html/boot-features-security.html]    *Scope:*  Configurations can be provided through _servers.yml_ file.;1
XD-2146;As a user I'd like to have latest Spring Boot snapshot pulled as a dependency so that I can inherit and implement the OOTB security features.;1
XD-2147;As a user I'd like to have latest Spring Boot RELEASE pulled as a dependency so that I can inherit and implement the OOTB security features.;1
XD-2181;As a user I want to know my configuration options are for enabling SSL/HTTPS and Basic authentication for administration endpoints so that I can secure my application.;1
XD-2182;As a user I want to know how to enable and configure LDAP as an authentication provider for the administration server so that I can set up my security configuration accordingly.;1
XD-2246;As a user I'd like to have the flexibility to specify config options for IP and Hostname so that I can list the correct configuration for XD Admin and XD Container servers in the Admin-UI and Shell.;1
XD-2348;As a user I'd like to refer to documentation in wiki so that I can setup and configure Spark as a Batch job as recommended.;1
XD-2349;As a user I'd like to refer to documentation in wiki so that I can setup and configure Kafka as a source or a sink as recommended.;1
XD-2377;"As a user I'd like to have API and Documentation links in the [""About""|https://github.com/spring-projects/spring-xd/blob/master/spring-xd-ui/app/scripts/shared/views/about.html] section within _admin-ui_.     It would be ideal to have the version # dynamically replaced for every release.";1
XD-2483;As a user I would like to be able disable snappy compression when using hdfs-dataset sink with Avro files. I'd also like to be able to provide a different codec.;1
XD-2498;"As a user I'd like to use the _Mail_ sink to connect to secured IMAP and/or SMTP mail servers. Currently the sink doesn't support TLS.    _Mail_ sink config file requires a <util:properties/> bean (with ssl/tls properties) provided to the adapter via the java-mail-properties attribute. [Ref. Example|http://docs.spring.io/spring-integration/docs/latest-ga/reference/html/mail.html].    {code:xml}  <util:properties id=""javaMailProperties"">    <prop key=""mail.imap.socketFactory.class"">javax.net.ssl.SSLSocketFactory</prop>    <prop key=""mail.imap.socketFactory.fallback"">false</prop>    <prop key=""mail.store.protocol"">imaps</prop>    <prop key=""mail.debug"">false</prop>  </util:properties>  {code}    [List of all java-mail properties|https://javamail.java.net/nonav/docs/api/com/sun/mail/smtp/package-summary.html]";1
XD-2499;As a user I'd like to use _partitionResultsTimeout_ attribute for jobs that inherit singlestep-partitioning strategy but it is not exposed as a metadata attribute in the wiki.     *Note:*  The property should be available for all the jobs that import 3 OOTB jobs have it imported (ref. attachment);1
XD-2531;As a user I'd like to refer to the documentation so that I can connect to Sqoop as recommended and create job definition based on the exposed _metadata_ options.;1
XD-2541;As a user I'd like to implement the core interface contract so that I can create a processor module that uses RxJava API.;1
XD-2571;As a developer I'd like to upgrade _reactor-ip_ and _syslog_ modules to Reactor 2.0 so that we can sync up with the latest release.;1
XD-2609;"As a user I'm trying to list streams (>20) in admin-ui to use the pagination however I ended up with blank page and the server-side errored with _java.lang.IllegalStateException_.    Version: 1.1.0 SNAPSHOT (master build)  Distributed: 1 admin and 2 containers    *Steps to reproduce:*  1) Deploy the following streams.  stream create foo1 --definition ""time | log"" --deploy  stream create foo2 --definition ""time | log"" --deploy  stream create foo3 --definition ""time | log"" --deploy  stream create foo4 --definition ""time | log"" --deploy  stream create foo5 --definition ""time | log"" --deploy  stream create foo6 --definition ""time | log"" --deploy  stream create foo7 --definition ""time | log"" --deploy  stream create foo8 --definition ""time | log"" --deploy  stream create foo9 --definition ""time | log"" --deploy  stream create foo10 --definition ""time | log"" --deploy  stream create foo11 --definition ""time | log"" --deploy  stream create foo12 --definition ""time | log"" --deploy  stream create foo13 --definition ""time | log"" --deploy  stream create foo14 --definition ""time | log"" --deploy  stream create foo15 --definition ""time | log"" --deploy  stream create foo16 --definition ""time | log"" --deploy  stream create foo17 --definition ""time | log"" --deploy  stream create foo18 --definition ""time | log"" --deploy  stream create foo19 --definition ""time | log"" --deploy  stream create foo20 --definition ""time | log"" --deploy  stream create foo21 --definition ""time | log"" --deploy  stream create foo22 --definition ""time | log"" --deploy    2) Go to Streams tab in admin-ui to get a blank page and the following exception in admin logs.    *Error:*  16:55:19107 1.1.0.SNAP ERROR http-nio-9393-exec-2 rest.RestControllerAdvice - Caught exception while handling a request  java.lang.IllegalStateException: Not all instances were looked at    org.springframework.util.Assert.state(Assert.java:385)    org.springframework.xd.dirt.rest.XDController.enhanceWithDeployments(XDController.java:207)    org.springframework.xd.dirt.rest.XDController.listValues(XDController.java:178)    org.springframework.xd.dirt.rest.StreamsController.list(StreamsController.java:63)";1
XD-2635;"As a user I'd like to refer to the wiki so that I can create a job with 'partitions' that in turn expects _tableName_ and _columns_ be explicitly included in the job definition.     It is also beneficial to call-out _sql_ and _tableName_ metadata options are mutually exclusive. Following logic in _JdbcHdfsOptionsMetadata_ needs documented.    {code:java}  @AssertTrue(message = ""Use ('tableName' AND 'columns') when using partition column"")  boolean isPartitionedWithTableName() {  	if (StringUtils.hasText(partitionColumn)) {  		return StringUtils.hasText(tableName) && !StringUtils.hasText(sql)  	}  	else {  		return true  	}  }  {code}";1
XD-2665;As a PM I'd like to have the copyright message in the reference guide (PDF) updated to include 2015 instead of 2014.;1
XD-2667;As a developer I'd like to upgrade to SHDP GA release so that I can sync -up with the latest bits.;1
XD-2681;"As a developer I'd like to refer to wiki so that I can configure machines with recommended _ulimit_ setting for XD's distributed setup.    *Note:*  Recommended _ulimit_ setting is 10K under ""Troubleshooting"" (new) section    *Exception:* (reason to increase _ulimit_)  8:25:52266 1.1.0.SNAP ERROR DeploymentsPathChildrenCache-0 server.DeploymentListener - Exception deploying module  java.lang.IllegalStateException: java.io.FileNotFoundException: /var/vcap/data/packages/springxd/ee02bd3482eeb620a65862fb54e1f23fcece8022.1-bd  a341640a5de2f922fd3db906ce504b85819c1e/spring-xd-1.1.0.BUILD-SNAPSHOT/xd/config/modules/modules.yml (Too many open files)";1
XD-2686;As a user I'd like to see the 'date' in logs so that I can troubleshoot issues that had occurred on a specific day and time.    Property that needs adjusted:  https://github.com/spring-projects/spring-xd/blob/master/config/xd-container-logger.properties#L11;1
XD-2717;As a stream definer when defining a stream ending with a file sink I would like to have more flexibility for naming the file.    Add an alternative {{--nameExpression}} option allowing complete control over the {{finename-generator-expression}} attribute.    See: http://stackoverflow.com/questions/28466477/issue-with-file-sink-and-filename-expression/28467069#28467069;1
XD-2775;As a developer I'd like to upgrade to SHDP 2.1.2 GA so that I can sync-up with latest features.;1
XD-2778;As a developer I'd like to document the changes to message headers so that users can refer to the troubleshooting section if there are any serialization errors when reusing the 1.0 batch-jobs in 1.1 release.    Perhaps this could be part of [troubleshooting|https://github.com/spring-projects/spring-xd/wiki/Deployment#troubleshooting] section in our wiki.;1
XD-2791;As a build manager I'd like to schedule CI builds for windows so that I can verify XD runtime features/functionality.    The scope is to isolate the remaining test failures perhaps experiment with new AMI images until we have a solid infrastructure to fix the failing tests.;1
XD-2869;As a user I logged in with ROLE_CREATE and I get an error while trying job creation from admin_ui. I can create job from the shell successfully. Trying the same workflow with ROLE_ADMIN results with the same error as well. I don't see anything in the admin/container logs about the error itself.;1
XD-2881;As a developer I need to investigate the differences in dependency versions so when I create/deploy custom modules in XD I don't run into CP/CL issues.;1
XD-2902;As a developer I'd like to upgrade to SI milestone/GA release so I can synchronize with JMX improvements.      This is dependent on SI Milestone and GA release timelines.;1
XD-2903;As a developer I'd like to upgrade to SI Kafka release so I can synchronize with latest improvements and bug fixes.;1
